accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0000049196-23-000097,2023-10-27,2023-09-30,2023-10-27T13:56:41.000Z,34,10-Q,001-34073,231354830,,27256530,1,1,hban-20230930.htm,10-Q
0001225208-23-009760,2023-10-26,2023-10-24,2023-10-26T19:52:12.000Z,,4,,,,5692,0,0,xslF345X05/doc4.xml,
0001225208-23-009759,2023-10-26,2023-10-24,2023-10-26T19:52:11.000Z,,4,,,,5668,0,0,xslF345X05/doc4.xml,
0001225208-23-009758,2023-10-26,2023-10-24,2023-10-26T19:51:04.000Z,,4,,,,7953,0,0,xslF345X05/doc4.xml,
0001225208-23-009757,2023-10-26,2023-10-24,2023-10-26T19:50:02.000Z,,4,,,,5652,0,0,xslF345X05/doc4.xml,
0001225208-23-009756,2023-10-26,2023-10-24,2023-10-26T19:49:03.000Z,,4,,,,5680,0,0,xslF345X05/doc4.xml,
0001225208-23-009755,2023-10-26,2023-10-24,2023-10-26T19:49:01.000Z,,4,,,,5668,0,0,xslF345X05/doc4.xml,
0001225208-23-009754,2023-10-26,2023-10-24,2023-10-26T19:48:58.000Z,,4,,,,5702,0,0,xslF345X05/doc4.xml,
0000049196-23-000093,2023-10-20,2023-10-20,2023-10-20T16:30:27.000Z,34,8-K,001-34073,231337444,"8.01,9.01",283697,1,1,hban-20231020.htm,8-K
0001225208-23-009615,2023-10-20,2023-10-16,2023-10-20T16:22:02.000Z,,3,,,,6462,0,0,xslF345X02/doc3.xml,
0000049196-23-000091,2023-10-20,2023-10-20,2023-10-20T07:01:22.000Z,34,8-K,001-34073,231335954,"2.02,9.01",3072187,1,1,hban-20231020.htm,8-K
0000049196-23-000087,2023-09-26,2023-05-01,2023-09-26T12:11:55.000Z,34,11-KT,001-34073,231279053,,129339,0,0,tcf2023form11-kt401kplan.htm,11-KT
0000049196-23-000084,2023-09-15,2023-09-15,2023-09-15T16:07:14.000Z,34,8-K,001-34073,231258754,"8.01,9.01",277184,1,1,hban-20230915.htm,8-K
0001193125-23-217038,2023-08-21,2023-08-21,2023-08-21T17:00:55.000Z,34,8-K,001-34073,231189853,"8.01,9.01",545773,1,1,d543385d8k.htm,8-K
0001193125-23-214348,2023-08-16,,2023-08-16T16:35:51.000Z,33,424B2,333-263546,231178665,,540390,0,0,d516512d424b2.htm,424B2
0001193125-23-212484,2023-08-14,,2023-08-14T17:09:57.000Z,34,FWP,333-263546,231171874,,23954,0,0,d408310dfwp.htm,FWP
0001193125-23-211510,2023-08-14,,2023-08-14T08:29:39.000Z,33,424B3,333-263546,231166491,,524245,0,0,d516512d424b3.htm,424B3
0001225208-23-008213,2023-08-11,2023-08-09,2023-08-11T18:47:14.000Z,,4,,,,16561,0,0,xslF345X05/doc4.xml,
0001225208-23-008208,2023-08-11,2023-08-09,2023-08-11T16:14:00.000Z,,4,,,,8514,0,0,xslF345X05/doc4.xml,
0000049205-23-000005,2023-08-11,2023-06-30,2023-08-11T11:30:37.000Z,34,13F-NT,028-16777,231162283,,3226,0,0,xslForm13F_X02/primary_doc.xml,
0001959173-23-003058,2023-08-09,,2023-08-09T15:18:55.000Z,33,144,001-34073,231154801,,5504,0,0,xsl144X01/primary_doc.xml,
0001971857-23-000502,2023-08-09,,2023-08-09T13:41:33.000Z,33,144,001-34073,231154458,,4825,0,0,xsl144X01/primary_doc.xml,
0001225208-23-007998,2023-08-04,2023-08-02,2023-08-04T16:19:04.000Z,,4,,,,7089,0,0,xslF345X05/doc4.xml,
0000049196-23-000082,2023-07-28,2023-06-30,2023-07-28T13:54:54.000Z,34,10-Q,001-34073,231122081,,27278903,1,1,hban-20230630.htm,10-Q
0001225208-23-007719,2023-07-27,2023-07-25,2023-07-27T21:46:51.000Z,,4,,,,5693,0,0,xslF345X05/doc4.xml,
0001225208-23-007718,2023-07-27,2023-07-25,2023-07-27T21:45:51.000Z,,4,,,,5469,0,0,xslF345X05/doc4.xml,
0001225208-23-007717,2023-07-27,2023-07-25,2023-07-27T21:45:44.000Z,,4,,,,5653,0,0,xslF345X05/doc4.xml,
0001225208-23-007716,2023-07-27,2023-07-25,2023-07-27T21:45:37.000Z,,4,,,,5669,0,0,xslF345X05/doc4.xml,
0001225208-23-007715,2023-07-27,2023-07-25,2023-07-27T21:45:30.000Z,,4,,,,5669,0,0,xslF345X05/doc4.xml,
0001225208-23-007714,2023-07-27,2023-07-25,2023-07-27T21:44:31.000Z,,4,,,,7954,0,0,xslF345X05/doc4.xml,
0001225208-23-007713,2023-07-27,2023-07-25,2023-07-27T21:44:20.000Z,,4,,,,5703,0,0,xslF345X05/doc4.xml,
0001225208-23-007631,2023-07-21,2023-07-18,2023-07-21T19:44:49.000Z,,4,,,,5550,0,0,xslF345X05/doc4.xml,
0001225208-23-007630,2023-07-21,2023-07-18,2023-07-21T19:44:48.000Z,,4,,,,4575,0,0,xslF345X05/doc4.xml,
0000049196-23-000078,2023-07-21,2023-07-21,2023-07-21T07:01:50.000Z,34,8-K,001-34073,231101072,"2.02,9.01",3082642,1,1,hban-20230721.htm,8-K
0000049196-23-000076,2023-07-21,2023-07-19,2023-07-20T19:02:10.000Z,34,8-K,001-34073,231100773,"5.03,8.01,9.01",475391,1,1,hban-20230719.htm,8-K
0000049196-23-000070,2023-06-27,2022-12-31,2023-06-27T16:07:06.000Z,34,11-K,001-34073,231047350,,208552,0,0,tcf123122form11-k401kplan.htm,11-K
0000049196-23-000069,2023-06-27,2022-12-31,2023-06-27T16:05:20.000Z,34,11-K,001-34073,231047303,,223506,0,0,hban-2022xform11k.htm,11-K
0000049196-23-000063,2023-06-22,2023-06-22,2023-06-22T16:31:15.000Z,34,8-K,001-34073,231033723,"8.01,9.01",281970,1,1,hban-20230622.htm,8-K
0000049196-23-000060,2023-06-12,2023-06-12,2023-06-12T07:00:37.000Z,34,8-K,001-34073,231007067,"7.01,9.01",2098630,1,1,hban-20230612.htm,8-K
